Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00017_00018.ppm;51;52;6;6;46;47;17
00017_00019.ppm;51;51;6;5;46;46;17
00017_00020.ppm;53;54;5;5;48;49;17
00017_00021.ppm;57;59;6;6;52;54;17
00017_00022.ppm;58;61;5;6;53;56;17
00017_00023.ppm;63;64;6;5;58;59;17
00017_00024.ppm;68;71;6;7;62;65;17
00017_00025.ppm;70;73;7;6;64;67;17
00017_00026.ppm;73;79;7;7;67;72;17
00017_00027.ppm;75;77;6;7;69;71;17
00017_00028.ppm;83;86;8;8;76;79;17
00017_00029.ppm;87;96;8;9;80;88;17
00018_00013.ppm;35;35;6;5;30;30;17
00018_00015.ppm;36;36;6;5;31;31;17
00018_00016.ppm;36;40;6;6;31;35;17
00018_00017.ppm;37;40;6;5;32;35;17
00018_00018.ppm;37;40;6;6;32;35;17
00018_00019.ppm;37;41;5;6;32;36;17
00018_00020.ppm;41;44;6;6;36;39;17
00018_00021.ppm;38;40;5;5;33;35;17
00018_00022.ppm;39;41;5;5;34;36;17
00018_00023.ppm;37;39;5;6;32;34;17
00018_00024.ppm;41;42;5;5;36;37;17
00018_00025.ppm;40;40;5;5;35;35;17
00018_00026.ppm;40;41;5;5;35;36;17
00018_00027.ppm;39;39;6;5;34;34;17
00018_00028.ppm;39;41;5;6;34;36;17
00018_00029.ppm;41;42;6;6;36;37;17
00019_00002.ppm;35;36;6;5;30;31;17
00019_00003.ppm;35;38;5;6;30;33;17
00019_00004.ppm;35;38;5;6;30;33;17
00019_00005.ppm;35;37;5;5;30;32;17
00019_00006.ppm;37;39;6;6;32;34;17
00019_00007.ppm;37;40;5;6;32;35;17
00019_00008.ppm;40;41;5;5;35;36;17
00019_00009.ppm;41;41;6;5;36;36;17
00019_00010.ppm;40;40;6;6;35;35;17
00019_00011.ppm;41;42;5;6;36;37;17
00019_00012.ppm;42;42;6;5;37;37;17
00019_00013.ppm;44;46;6;5;39;41;17
00019_00014.ppm;44;46;6;5;39;41;17
00019_00015.ppm;45;49;5;6;40;44;17
00019_00016.ppm;47;50;6;6;42;45;17
00019_00017.ppm;49;52;6;5;44;47;17
00019_00018.ppm;48;52;5;6;43;47;17
00019_00019.ppm;51;54;5;5;46;49;17
00019_00020.ppm;53;56;6;6;48;51;17
00019_00021.ppm;55;57;6;5;50;52;17
00019_00022.ppm;56;60;5;6;51;55;17
00019_00023.ppm;59;62;5;5;54;57;17
00019_00024.ppm;62;62;6;6;57;57;17
00019_00025.ppm;69;68;7;7;63;62;17
00019_00026.ppm;75;75;6;7;69;69;17
00019_00027.ppm;81;80;8;8;74;73;17
00019_00028.ppm;84;85;8;8;77;78;17
00019_00029.ppm;92;92;9;9;84;84;17
00020_00015.ppm;37;36;5;6;32;31;17
00020_00016.ppm;39;37;5;5;34;32;17
00020_00017.ppm;45;41;6;5;40;36;17
00020_00018.ppm;44;42;5;6;39;37;17
00020_00019.ppm;45;42;6;6;40;37;17
00020_00020.ppm;44;41;5;5;39;36;17
00020_00021.ppm;47;44;6;6;42;39;17
00020_00022.ppm;47;44;6;6;42;39;17
00020_00023.ppm;50;48;6;6;45;43;17
00020_00024.ppm;51;49;5;5;46;44;17
00020_00025.ppm;55;51;6;6;50;46;17
00020_00026.ppm;59;55;5;6;54;50;17
00020_00027.ppm;59;54;5;5;54;49;17
00020_00028.ppm;63;57;6;6;58;52;17
00021_00011.ppm;37;36;6;6;32;31;17
00021_00012.ppm;37;36;5;5;32;31;17
00021_00014.ppm;37;37;5;6;32;32;17
00021_00015.ppm;40;39;5;6;35;34;17
00021_00016.ppm;43;39;6;5;38;34;17
00021_00017.ppm;43;41;5;6;38;36;17
00021_00018.ppm;45;41;6;5;40;36;17
00021_00019.ppm;46;42;5;5;41;37;17
00021_00020.ppm;49;45;5;6;44;40;17
00021_00021.ppm;50;45;5;5;45;40;17
00021_00022.ppm;51;47;5;5;46;42;17
00021_00023.ppm;56;51;6;5;51;46;17
00021_00024.ppm;56;52;6;6;51;47;17
00021_00025.ppm;58;54;6;6;53;49;17
00021_00026.ppm;56;54;5;5;51;49;17
00021_00027.ppm;62;58;6;5;57;53;17
00021_00029.ppm;77;70;7;7;71;64;17
00022_00001.ppm;35;36;5;5;30;31;17
00022_00003.ppm;36;37;6;6;31;32;17
00022_00004.ppm;36;37;6;6;31;32;17
00022_00005.ppm;36;38;5;6;31;33;17
00022_00006.ppm;38;40;5;6;33;35;17
00022_00007.ppm;38;39;5;5;33;34;17
00022_00008.ppm;40;39;6;5;35;34;17
00022_00009.ppm;42;41;6;5;37;36;17
00022_00010.ppm;43;43;6;6;38;38;17
00022_00011.ppm;43;43;6;5;38;38;17
00022_00012.ppm;45;44;6;5;40;39;17
00022_00013.ppm;46;45;6;5;41;40;17
00022_00014.ppm;49;48;6;5;44;43;17
00022_00015.ppm;49;49;6;6;44;44;17
00022_00016.ppm;51;51;6;6;46;46;17
00022_00017.ppm;49;49;5;5;44;44;17
00022_00018.ppm;53;52;6;5;48;47;17
00022_00019.ppm;56;55;6;5;51;50;17
00022_00020.ppm;55;57;5;6;50;52;17
00022_00021.ppm;59;61;5;6;54;56;17
00022_00022.ppm;62;62;5;5;57;57;17
00022_00023.ppm;64;64;5;5;59;59;17
00022_00024.ppm;71;71;6;7;65;65;17
00022_00025.ppm;74;73;7;6;68;67;17
00022_00026.ppm;86;82;8;7;79;75;17
00022_00027.ppm;93;92;9;9;85;84;17
00022_00028.ppm;101;99;9;8;93;91;17
00022_00029.ppm;111;109;9;9;102;100;17
00023_00013.ppm;35;35;5;5;29;30;17
00023_00014.ppm;35;37;5;6;30;32;17
00023_00015.ppm;37;37;6;5;32;32;17
00023_00016.ppm;37;38;5;6;31;33;17
00023_00017.ppm;37;38;5;5;32;33;17
00023_00018.ppm;38;39;5;5;33;34;17
00023_00019.ppm;39;41;5;6;34;36;17
00023_00020.ppm;41;41;5;5;35;36;17
00023_00021.ppm;43;43;6;5;38;38;17
00023_00022.ppm;44;44;6;5;39;39;17
00023_00023.ppm;46;47;6;6;40;42;17
00023_00024.ppm;46;48;5;5;41;43;17
00023_00025.ppm;47;50;5;6;42;45;17
00023_00026.ppm;50;53;5;6;44;47;17
00023_00027.ppm;52;55;6;6;47;50;17
00023_00028.ppm;56;58;6;5;51;53;17
00023_00029.ppm;59;62;6;6;54;57;17
00024_00013.ppm;36;39;5;5;31;33;17
00024_00014.ppm;38;40;5;5;33;35;17
00024_00015.ppm;40;42;6;6;35;37;17
00024_00016.ppm;39;41;5;5;34;36;17
00024_00017.ppm;41;43;6;6;36;38;17
00024_00018.ppm;42;45;5;5;37;39;17
00024_00019.ppm;46;47;5;5;40;42;17
00024_00020.ppm;49;51;6;5;44;45;17
00024_00021.ppm;50;55;5;6;45;49;17
00024_00022.ppm;55;59;5;6;49;53;17
00024_00023.ppm;59;63;5;6;53;58;17
00024_00024.ppm;64;71;5;7;58;64;17
00024_00025.ppm;70;75;6;6;64;69;17
00024_00026.ppm;80;86;8;8;73;78;17
00024_00027.ppm;89;96;7;8;81;88;17
00024_00028.ppm;105;111;10;10;96;102;17
00024_00029.ppm;120;127;11;11;109;116;17
00025_00000.ppm;36;37;5;6;31;32;17
00025_00001.ppm;37;38;5;6;32;33;17
00025_00002.ppm;37;38;5;6;32;33;17
00025_00003.ppm;37;38;5;6;32;33;17
00025_00004.ppm;37;39;5;6;32;33;17
00025_00005.ppm;38;39;5;6;33;34;17
00025_00006.ppm;38;39;5;6;33;34;17
00025_00007.ppm;38;39;5;6;33;34;17
00025_00008.ppm;40;40;6;6;34;34;17
00025_00009.ppm;40;41;6;6;35;36;17
00025_00010.ppm;39;40;5;5;34;35;17
00025_00011.ppm;40;42;5;6;35;37;17
00025_00012.ppm;41;41;6;5;36;36;17
00025_00013.ppm;42;42;6;5;37;37;17
00025_00014.ppm;43;43;6;5;37;37;17
00025_00015.ppm;43;44;5;5;38;39;17
00025_00016.ppm;43;45;5;6;38;40;17
00025_00017.ppm;44;45;5;5;39;40;17
00025_00018.ppm;44;45;5;5;39;40;17
00025_00019.ppm;44;46;5;6;39;41;17
00025_00020.ppm;45;45;6;5;40;40;17
00025_00021.ppm;45;47;5;6;40;42;17
00025_00022.ppm;46;48;5;6;41;43;17
00025_00023.ppm;46;49;5;6;41;44;17
00025_00024.ppm;47;49;5;5;42;44;17
00025_00025.ppm;48;51;5;5;43;46;17
00025_00026.ppm;50;51;6;6;45;46;17
00025_00027.ppm;52;53;6;6;47;48;17
00025_00028.ppm;51;52;5;5;46;47;17
00025_00029.ppm;52;52;5;5;47;47;17
00026_00024.ppm;35;37;5;6;30;32;17
00026_00026.ppm;36;37;6;6;30;31;17
00026_00027.ppm;36;38;5;6;31;33;17
00026_00028.ppm;38;39;6;5;33;33;17
00026_00029.ppm;39;40;6;6;34;35;17
00027_00013.ppm;37;36;5;5;31;31;17
00027_00014.ppm;38;39;5;6;32;33;17
00027_00015.ppm;38;38;5;5;33;33;17
00027_00016.ppm;37;38;5;5;32;33;17
00027_00017.ppm;40;40;6;5;34;35;17
00027_00019.ppm;44;47;6;6;39;42;17
00027_00020.ppm;47;49;6;5;42;44;17
00027_00021.ppm;48;52;5;6;43;47;17
00027_00022.ppm;53;55;5;6;48;50;17
00027_00023.ppm;58;58;6;5;53;53;17
00027_00024.ppm;61;62;5;5;55;56;17
00027_00025.ppm;69;70;6;6;62;63;17
00027_00026.ppm;72;77;7;7;66;71;17
00028_00005.ppm;37;37;6;5;32;32;17
00028_00006.ppm;38;39;5;6;33;34;17
00028_00007.ppm;38;38;6;5;33;33;17
00028_00008.ppm;39;40;6;5;34;35;17
00028_00009.ppm;39;40;6;6;34;35;17
00028_00010.ppm;40;41;6;6;35;36;17
00028_00011.ppm;40;41;5;6;35;36;17
00028_00012.ppm;41;41;5;5;36;36;17
00028_00013.ppm;42;42;6;5;37;37;17
00028_00014.ppm;42;42;6;5;37;37;17
00028_00015.ppm;44;44;6;5;39;39;17
00028_00016.ppm;43;47;5;6;38;42;17
00028_00017.ppm;46;47;6;6;41;42;17
00028_00018.ppm;48;49;6;5;43;44;17
00028_00019.ppm;50;50;6;5;45;45;17
00028_00020.ppm;51;52;6;6;46;47;17
00028_00021.ppm;52;52;6;5;47;47;17
00028_00022.ppm;55;56;6;6;50;51;17
00028_00023.ppm;56;58;5;6;51;53;17
00028_00024.ppm;60;60;6;5;55;55;17
00028_00025.ppm;59;61;5;6;54;56;17
00028_00026.ppm;63;64;5;5;58;59;17
00028_00027.ppm;69;71;6;6;63;65;17
00028_00028.ppm;70;75;6;6;64;69;17
00028_00029.ppm;76;83;7;8;70;76;17
00029_00018.ppm;36;38;6;5;30;32;17
00029_00019.ppm;37;40;6;6;32;35;17
00029_00020.ppm;38;41;6;6;33;36;17
00029_00021.ppm;39;42;6;5;34;36;17
00029_00022.ppm;39;42;5;5;34;37;17
00029_00023.ppm;41;45;5;6;36;40;17
00029_00024.ppm;42;45;6;5;37;39;17
00029_00025.ppm;44;46;6;5;38;41;17
00029_00026.ppm;44;47;5;5;38;42;17
00029_00027.ppm;45;50;5;6;40;45;17
00029_00028.ppm;47;50;6;5;42;45;17
00029_00029.ppm;49;52;6;5;44;47;17
00030_00000.ppm;41;43;6;6;36;38;17
00030_00001.ppm;42;43;6;6;36;38;17
00030_00002.ppm;41;44;5;6;36;39;17
00030_00003.ppm;42;44;5;5;37;39;17
00030_00004.ppm;43;46;5;6;38;41;17
00030_00005.ppm;45;46;6;5;40;41;17
00030_00006.ppm;45;48;5;6;39;42;17
00030_00007.ppm;47;47;6;5;41;42;17
00030_00008.ppm;47;48;6;5;42;43;17
00030_00009.ppm;47;50;5;6;42;45;17
00030_00010.ppm;48;51;5;6;43;46;17
00030_00011.ppm;49;51;6;6;44;46;17
00030_00012.ppm;49;52;5;6;43;47;17
00030_00013.ppm;51;53;6;5;46;48;17
00030_00014.ppm;51;54;6;5;46;49;17
00030_00015.ppm;52;55;6;5;47;50;17
00030_00016.ppm;52;56;6;6;47;51;17
00030_00017.ppm;52;56;6;6;47;51;17
00030_00018.ppm;52;56;5;6;46;51;17
00030_00019.ppm;53;56;6;5;48;50;17
00030_00020.ppm;53;57;5;5;47;51;17
00030_00021.ppm;54;57;6;5;49;52;17
00030_00022.ppm;56;59;6;5;51;53;17
00030_00023.ppm;57;61;5;6;51;56;17
00030_00024.ppm;58;62;5;5;53;57;17
00030_00025.ppm;58;64;5;6;53;58;17
00030_00026.ppm;59;65;6;6;54;59;17
00031_00010.ppm;35;37;6;5;29;31;17
00031_00011.ppm;35;38;6;5;30;33;17
00031_00013.ppm;37;38;5;5;32;33;17
00031_00014.ppm;38;42;5;6;33;37;17
00031_00015.ppm;40;42;6;5;34;36;17
00031_00016.ppm;40;43;6;5;35;37;17
00031_00017.ppm;41;43;6;5;36;38;17
00031_00018.ppm;42;45;6;6;37;40;17
00031_00019.ppm;43;45;6;5;37;39;17
00031_00020.ppm;42;45;5;5;36;39;17
00031_00021.ppm;43;46;6;6;38;41;17
00031_00022.ppm;43;47;6;6;38;41;17
00031_00023.ppm;44;48;6;6;38;42;17
00031_00026.ppm;45;49;5;5;40;44;17
00031_00027.ppm;46;50;5;5;41;45;17
00031_00028.ppm;48;52;6;6;43;47;17
00031_00029.ppm;49;52;6;5;44;47;17
00032_00017.ppm;35;38;6;6;30;33;17
00032_00019.ppm;35;38;6;5;30;33;17
00032_00022.ppm;36;39;5;5;31;34;17
00032_00025.ppm;39;42;5;5;34;37;17
00032_00026.ppm;40;43;6;6;35;38;17
00032_00027.ppm;41;43;5;6;36;38;17
00032_00028.ppm;45;47;6;5;40;42;17
00032_00029.ppm;46;49;5;6;41;44;17
00033_00020.ppm;35;36;5;6;30;31;17
00033_00021.ppm;35;36;5;6;30;31;17
00033_00022.ppm;35;36;5;6;30;31;17
00033_00024.ppm;35;36;5;6;30;31;17
00033_00025.ppm;37;37;5;5;32;32;17
00033_00026.ppm;39;40;6;5;34;35;17
00033_00027.ppm;40;41;6;5;35;36;17
00033_00028.ppm;41;43;5;5;36;38;17
00033_00029.ppm;42;44;5;5;37;39;17
00034_00015.ppm;36;39;5;6;31;34;17
00034_00016.ppm;36;39;5;6;31;34;17
00034_00017.ppm;39;41;6;6;34;36;17
00034_00018.ppm;39;41;6;6;34;36;17
00034_00019.ppm;40;42;6;5;35;37;17
00034_00020.ppm;41;43;6;6;36;38;17
00034_00021.ppm;43;46;5;5;38;41;17
00034_00022.ppm;44;48;5;6;39;43;17
00034_00023.ppm;46;50;5;6;41;45;17
00034_00024.ppm;50;54;5;6;45;49;17
00034_00025.ppm;52;55;5;5;47;50;17
00034_00026.ppm;55;60;5;5;50;55;17
00034_00027.ppm;60;64;6;5;55;59;17
00035_00023.ppm;35;35;6;5;30;30;17
00035_00024.ppm;35;35;6;5;30;30;17
00035_00025.ppm;37;38;6;6;32;33;17
00035_00026.ppm;37;38;6;6;32;33;17
00035_00027.ppm;38;39;5;5;33;34;17
00035_00028.ppm;38;40;5;6;33;35;17
00035_00029.ppm;38;39;5;5;33;34;17
