Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00011_00017.ppm;49;48;6;5;44;43;30
00011_00018.ppm;52;53;6;6;47;48;30
00011_00019.ppm;56;56;6;6;50;51;30
00011_00020.ppm;58;60;5;6;53;55;30
00011_00021.ppm;63;65;5;6;57;59;30
00011_00022.ppm;70;72;6;7;63;65;30
00011_00023.ppm;75;76;6;7;68;70;30
00011_00024.ppm;82;84;7;8;75;77;30
00011_00025.ppm;85;87;7;8;78;80;30
00011_00026.ppm;98;99;9;8;90;91;30
00011_00027.ppm;105;107;9;9;96;98;30
00011_00028.ppm;131;128;11;11;120;117;30
00011_00029.ppm;164;161;14;14;150;147;30
00012_00006.ppm;37;37;5;5;32;32;30
00012_00007.ppm;38;38;5;5;33;33;30
00012_00008.ppm;36;36;5;5;31;31;30
00012_00010.ppm;37;41;6;6;32;36;30
00012_00011.ppm;37;37;5;5;32;32;30
00012_00012.ppm;42;44;6;6;37;39;30
00012_00013.ppm;41;42;6;5;36;37;30
00012_00014.ppm;39;40;5;5;34;35;30
00012_00015.ppm;40;42;5;5;35;37;30
00012_00016.ppm;45;47;5;5;40;42;30
00012_00017.ppm;46;48;5;6;41;43;30
00012_00018.ppm;49;49;6;6;44;44;30
00012_00019.ppm;50;50;5;5;45;45;30
00012_00020.ppm;52;53;5;6;47;48;30
00012_00021.ppm;51;51;5;5;46;46;30
00012_00022.ppm;55;56;5;6;50;51;30
00012_00023.ppm;63;61;5;6;58;56;30
00012_00024.ppm;67;63;6;5;61;58;30
00012_00025.ppm;68;67;6;6;62;61;30
00012_00026.ppm;74;69;7;6;68;63;30
00012_00027.ppm;83;75;8;6;76;69;30
00012_00028.ppm;85;82;7;7;78;75;30
00012_00029.ppm;91;92;8;9;83;84;30
00013_00017.ppm;42;39;5;6;37;34;30
00013_00018.ppm;43;40;5;6;38;35;30
00013_00019.ppm;45;41;5;6;40;36;30
00013_00021.ppm;47;43;5;6;42;38;30
00013_00022.ppm;50;45;5;5;45;40;30
00013_00023.ppm;51;46;5;5;46;41;30
00013_00024.ppm;53;49;5;6;48;44;30
00013_00025.ppm;53;49;5;6;48;44;30
00013_00028.ppm;61;55;6;6;56;50;30
00014_00012.ppm;38;35;6;6;33;30;30
00014_00013.ppm;38;35;5;5;33;30;30
00014_00015.ppm;40;37;6;6;35;32;30
00014_00016.ppm;41;39;5;6;36;34;30
00014_00018.ppm;44;40;6;6;39;35;30
00014_00019.ppm;44;42;5;6;39;37;30
00014_00020.ppm;45;42;5;5;40;37;30
00014_00021.ppm;46;43;5;5;41;38;30
00014_00022.ppm;49;47;5;6;44;42;30
00014_00023.ppm;51;46;5;5;46;41;30
00014_00024.ppm;53;48;6;5;48;43;30
00014_00025.ppm;56;51;6;5;51;46;30
00014_00028.ppm;64;58;5;5;59;53;30
