Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00003_00008.ppm;40;39;5;6;35;34;21
00003_00009.ppm;40;39;5;6;35;34;21
00003_00010.ppm;41;39;5;6;36;34;21
00003_00011.ppm;41;39;5;6;36;34;21
00003_00012.ppm;42;39;5;5;37;34;21
00003_00013.ppm;44;41;5;5;39;36;21
00003_00014.ppm;46;43;5;5;41;38;21
00003_00015.ppm;47;45;5;6;42;40;21
00003_00016.ppm;49;47;5;6;44;42;21
00003_00017.ppm;53;48;6;5;48;43;21
00003_00018.ppm;55;51;6;6;50;46;21
00003_00019.ppm;55;52;5;6;50;47;21
00003_00020.ppm;59;55;5;5;54;50;21
00003_00021.ppm;64;61;5;6;59;56;21
00003_00022.ppm;71;65;6;6;65;60;21
00003_00028.ppm;146;132;12;11;134;121;21
00004_00015.ppm;40;36;6;5;35;31;21
00004_00016.ppm;41;37;6;5;36;32;21
00004_00017.ppm;42;38;6;5;37;33;21
00004_00019.ppm;46;42;5;6;41;37;21
00005_00007.ppm;35;35;5;6;30;29;21
00005_00008.ppm;37;35;6;6;32;30;21
00005_00009.ppm;38;35;6;5;33;30;21
00005_00010.ppm;39;37;6;6;34;32;21
00005_00011.ppm;38;36;5;5;33;31;21
00005_00012.ppm;40;38;5;5;35;33;21
00005_00013.ppm;44;40;6;5;38;35;21
00005_00014.ppm;43;42;5;6;38;37;21
00005_00015.ppm;45;44;5;6;40;39;21
00005_00016.ppm;47;45;5;5;42;40;21
00005_00017.ppm;50;47;6;6;45;42;21
00005_00018.ppm;52;49;5;6;47;44;21
00005_00019.ppm;54;51;5;5;49;46;21
00005_00020.ppm;58;55;6;6;53;50;21
00005_00021.ppm;60;57;5;5;55;52;21
00005_00022.ppm;64;60;5;5;58;55;21
00005_00023.ppm;69;63;6;5;63;58;21
00005_00025.ppm;84;76;7;7;77;70;21
00005_00027.ppm;107;98;9;9;98;90;21
00005_00029.ppm;147;134;13;12;135;123;21
00006_00006.ppm;36;36;5;6;31;31;21
00006_00007.ppm;36;36;5;6;31;31;21
00006_00008.ppm;37;35;6;5;32;30;21
00006_00009.ppm;38;38;5;6;33;33;21
00006_00010.ppm;39;37;6;6;34;32;21
00006_00011.ppm;40;37;6;6;35;32;21
00006_00012.ppm;41;38;6;5;36;33;21
00006_00013.ppm;42;41;6;6;37;36;21
00006_00014.ppm;44;40;6;5;39;35;21
00006_00015.ppm;44;41;6;6;39;36;21
00006_00016.ppm;46;42;6;5;41;37;21
00006_00017.ppm;47;45;6;6;42;40;21
00006_00018.ppm;47;44;5;5;42;39;21
00006_00019.ppm;49;47;5;6;44;42;21
00006_00020.ppm;53;50;6;6;48;45;21
00006_00021.ppm;54;52;6;6;49;47;21
00006_00022.ppm;59;54;6;6;54;49;21
00006_00023.ppm;61;58;5;5;56;53;21
00006_00025.ppm;74;69;6;6;68;63;21
00006_00027.ppm;97;88;9;8;89;80;21
00006_00028.ppm;110;100;9;8;101;91;21
00007_00004.ppm;36;35;6;5;31;29;21
00007_00005.ppm;36;36;5;6;31;31;21
00007_00006.ppm;38;37;6;6;33;32;21
00007_00007.ppm;38;39;5;6;33;33;21
00007_00008.ppm;41;38;5;5;36;33;21
00007_00009.ppm;42;40;6;6;37;35;21
00007_00010.ppm;41;40;5;5;36;35;21
00007_00011.ppm;45;42;6;5;40;37;21
00007_00012.ppm;45;42;6;5;40;37;21
00007_00013.ppm;46;45;5;6;41;40;21
00007_00014.ppm;48;45;5;6;42;40;21
00007_00015.ppm;51;46;6;5;46;41;21
00007_00016.ppm;52;48;5;5;47;43;21
00007_00017.ppm;54;49;5;5;49;44;21
00007_00018.ppm;58;54;6;6;53;49;21
00007_00019.ppm;60;54;6;5;55;49;21
00007_00020.ppm;62;57;6;5;57;52;21
00007_00023.ppm;76;70;6;6;70;64;21
00007_00024.ppm;84;76;7;7;77;70;21
00007_00025.ppm;92;83;8;8;84;76;21
00007_00026.ppm;103;93;9;8;94;85;21
00007_00027.ppm;112;101;10;9;103;93;21
00007_00029.ppm;148;136;12;12;136;125;21
00008_00000.ppm;38;37;5;5;33;32;21
00008_00001.ppm;47;46;5;5;42;41;21
00008_00002.ppm;48;46;6;5;43;41;21
00008_00003.ppm;48;47;6;6;43;42;21
00008_00004.ppm;47;47;5;6;42;42;21
00009_00002.ppm;35;35;6;6;30;30;21
00009_00004.ppm;37;35;6;6;32;30;21
00009_00005.ppm;38;36;6;6;33;31;21
00009_00006.ppm;39;37;6;5;34;32;21
00009_00007.ppm;40;38;6;5;35;33;21
00009_00008.ppm;40;40;5;6;35;35;21
00009_00009.ppm;41;41;5;6;36;36;21
00009_00010.ppm;43;42;5;6;37;36;21
00009_00011.ppm;43;42;5;5;38;37;21
00009_00012.ppm;45;43;6;5;40;38;21
00009_00013.ppm;46;46;6;6;41;40;21
00009_00014.ppm;47;47;5;6;42;41;21
00009_00015.ppm;49;47;5;5;44;41;21
00009_00016.ppm;52;49;6;6;47;44;21
00009_00017.ppm;54;51;6;6;49;46;21
00009_00018.ppm;58;54;6;6;52;49;21
00009_00019.ppm;60;56;6;6;55;51;21
00009_00020.ppm;62;57;6;5;57;52;21
00009_00021.ppm;64;61;5;6;59;56;21
00009_00022.ppm;71;64;7;5;65;58;21
00009_00023.ppm;76;72;6;7;70;66;21
00009_00024.ppm;84;82;8;8;77;75;21
00009_00025.ppm;92;86;8;8;84;79;21
00009_00026.ppm;98;89;9;8;90;82;21
00009_00027.ppm;109;103;10;9;100;94;21
00009_00028.ppm;119;108;10;9;109;99;21
00009_00029.ppm;135;127;11;11;124;116;21
00010_00011.ppm;38;35;6;5;33;30;21
00010_00012.ppm;38;37;5;6;32;31;21
00010_00013.ppm;40;37;6;5;35;32;21
00010_00014.ppm;42;38;6;5;37;33;21
00010_00018.ppm;48;44;5;5;43;39;21
00010_00019.ppm;50;46;5;5;45;41;21
00010_00020.ppm;53;50;6;6;48;45;21
00010_00021.ppm;57;53;6;6;52;48;21
00010_00022.ppm;61;57;5;5;56;52;21
00010_00024.ppm;75;71;6;7;69;65;21
00010_00025.ppm;87;80;8;7;80;73;21
00010_00026.ppm;100;92;9;9;92;84;21
00010_00029.ppm;181;165;15;14;165;151;21
