Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00004_00012.ppm;37;37;6;6;31;32;15
00004_00013.ppm;37;38;5;5;31;32;15
00004_00014.ppm;39;38;6;5;34;33;15
00004_00015.ppm;40;40;6;6;35;35;15
00004_00016.ppm;40;42;5;6;34;37;15
00004_00017.ppm;42;42;6;5;36;37;15
00004_00018.ppm;42;44;5;5;37;39;15
00004_00019.ppm;44;47;5;6;39;42;15
00004_00020.ppm;46;48;5;5;41;43;15
00004_00021.ppm;49;51;5;5;44;45;15
00004_00022.ppm;51;52;5;5;46;47;15
00004_00023.ppm;53;56;5;6;48;50;15
00004_00024.ppm;56;58;5;5;51;52;15
00004_00025.ppm;60;60;5;5;55;55;15
00004_00026.ppm;64;64;5;5;58;58;15
00004_00027.ppm;70;69;7;6;64;63;15
00004_00028.ppm;73;73;6;6;67;67;15
00004_00029.ppm;84;84;8;8;76;77;15
00005_00015.ppm;36;35;6;5;31;30;15
00005_00016.ppm;35;36;5;5;30;30;15
00005_00017.ppm;37;36;6;5;32;31;15
00005_00018.ppm;38;38;6;5;33;32;15
00005_00019.ppm;39;40;5;6;34;35;15
00005_00020.ppm;41;41;5;5;36;36;15
00005_00021.ppm;43;43;5;5;38;38;15
00005_00022.ppm;46;45;6;5;41;40;15
00005_00023.ppm;48;48;6;6;43;43;15
00005_00024.ppm;48;48;5;5;43;43;15
00005_00025.ppm;53;54;5;6;47;48;15
00005_00026.ppm;57;55;6;5;51;50;15
00005_00027.ppm;60;60;6;6;55;55;15
00005_00028.ppm;64;65;5;6;59;60;15
00005_00029.ppm;75;74;7;6;69;68;15
00006_00012.ppm;36;37;6;5;31;32;15
00006_00013.ppm;37;37;6;6;32;32;15
00006_00014.ppm;38;37;6;5;33;32;15
00006_00015.ppm;38;39;6;6;33;33;15
00006_00016.ppm;40;39;6;6;35;34;15
00006_00017.ppm;44;42;6;6;38;37;15
00006_00018.ppm;43;41;6;5;38;36;15
00006_00019.ppm;45;45;5;6;40;40;15
00006_00020.ppm;49;49;6;6;44;43;15
00006_00021.ppm;50;50;6;6;45;45;15
00006_00022.ppm;54;53;6;5;48;47;15
00006_00023.ppm;54;53;6;5;49;48;15
00006_00024.ppm;58;58;6;6;53;53;15
00006_00025.ppm;60;61;5;5;55;56;15
00006_00026.ppm;64;67;5;6;59;61;15
00006_00027.ppm;73;74;7;7;67;68;15
00006_00028.ppm;80;82;7;8;73;75;15
00006_00029.ppm;95;94;8;8;87;86;15
00007_00014.ppm;36;37;6;5;30;31;15
00007_00015.ppm;35;38;5;5;30;33;15
00007_00016.ppm;37;39;5;5;32;34;15
00007_00017.ppm;37;40;6;6;32;35;15
00007_00018.ppm;38;42;6;6;33;37;15
00007_00019.ppm;39;42;6;6;34;37;15
00007_00020.ppm;39;43;5;6;34;38;15
00007_00021.ppm;39;43;6;6;34;38;15
00007_00022.ppm;40;43;5;5;35;38;15
00007_00023.ppm;41;45;5;6;36;40;15
00007_00027.ppm;44;48;6;6;39;43;15
00007_00028.ppm;45;50;5;5;40;45;15
00007_00029.ppm;46;51;6;6;41;46;15
00008_00000.ppm;35;35;5;5;30;30;15
00008_00001.ppm;36;36;6;6;31;31;15
00008_00002.ppm;36;35;6;5;31;30;15
00008_00003.ppm;37;37;6;6;32;32;15
00008_00004.ppm;38;38;6;6;33;33;15
00008_00005.ppm;39;39;6;6;34;34;15
00008_00006.ppm;39;39;6;6;34;34;15
00008_00007.ppm;38;39;5;6;33;34;15
00008_00008.ppm;39;39;5;5;34;34;15
00008_00009.ppm;40;41;5;6;35;36;15
00008_00010.ppm;42;41;6;5;37;36;15
00008_00011.ppm;41;41;5;5;36;36;15
00008_00012.ppm;43;44;5;6;38;39;15
00008_00013.ppm;45;46;5;6;40;41;15
00008_00014.ppm;45;46;5;6;40;41;15
00008_00015.ppm;46;47;5;6;41;42;15
00008_00016.ppm;49;49;6;6;44;44;15
00008_00017.ppm;48;49;5;6;43;44;15
00008_00018.ppm;50;51;5;6;45;46;15
00008_00019.ppm;51;51;6;6;46;46;15
00008_00020.ppm;51;51;6;6;46;46;15
00008_00021.ppm;53;52;6;5;48;47;15
00008_00022.ppm;54;54;5;5;49;49;15
00008_00023.ppm;56;56;6;6;51;51;15
00008_00024.ppm;57;56;6;5;52;51;15
00008_00025.ppm;57;57;5;5;52;52;15
00008_00026.ppm;64;63;6;5;59;58;15
00008_00027.ppm;69;68;7;6;63;62;15
00008_00028.ppm;71;71;7;7;65;65;15
00008_00029.ppm;72;71;7;6;66;65;15
00009_00000.ppm;35;35;6;6;30;30;15
00009_00001.ppm;36;35;6;5;31;30;15
00009_00002.ppm;35;35;5;5;30;30;15
00009_00003.ppm;36;37;5;6;31;32;15
00009_00004.ppm;36;37;5;6;31;32;15
00009_00005.ppm;36;37;5;6;31;32;15
00009_00006.ppm;39;38;6;5;34;33;15
00009_00007.ppm;41;40;6;5;36;35;15
00009_00008.ppm;42;43;5;6;37;38;15
00009_00009.ppm;43;42;6;5;38;37;15
00009_00010.ppm;45;44;6;5;40;39;15
00009_00011.ppm;45;44;6;5;40;39;15
00009_00012.ppm;48;47;6;5;43;42;15
00009_00013.ppm;48;49;5;6;43;44;15
00009_00014.ppm;48;48;5;5;43;43;15
00009_00015.ppm;52;52;6;6;47;47;15
00009_00016.ppm;52;51;6;5;47;46;15
00009_00017.ppm;51;52;5;6;46;47;15
00009_00018.ppm;55;54;6;5;50;49;15
00009_00019.ppm;56;56;5;5;51;51;15
00009_00020.ppm;56;56;5;5;51;51;15
00009_00021.ppm;59;59;5;5;54;54;15
00009_00022.ppm;62;61;6;5;57;56;15
00009_00023.ppm;63;63;6;6;58;58;15
00009_00024.ppm;65;64;6;5;60;59;15
00009_00025.ppm;68;69;6;7;62;63;15
00009_00026.ppm;70;70;6;6;64;64;15
00009_00027.ppm;74;74;7;7;68;68;15
00009_00028.ppm;77;77;7;7;71;71;15
00009_00029.ppm;84;85;7;8;77;78;15
00010_00014.ppm;36;36;6;6;31;31;15
00010_00015.ppm;36;36;5;5;31;31;15
00010_00016.ppm;37;37;5;5;32;32;15
00010_00017.ppm;39;39;5;5;34;34;15
00010_00018.ppm;42;42;6;6;37;37;15
00010_00019.ppm;44;43;6;6;39;38;15
00010_00020.ppm;45;44;5;5;40;39;15
00010_00021.ppm;49;49;5;6;44;44;15
00010_00022.ppm;53;52;6;6;48;47;15
00010_00023.ppm;55;54;5;6;50;49;15
00010_00024.ppm;60;58;6;6;55;53;15
00010_00025.ppm;64;64;5;6;59;59;15
00010_00026.ppm;74;72;6;7;68;66;15
00010_00027.ppm;86;82;7;7;79;75;15
00010_00028.ppm;101;96;9;8;93;88;15
00010_00029.ppm;123;116;11;11;113;106;15
00011_00019.ppm;55;60;6;5;50;55;15
00011_00020.ppm;59;61;6;6;54;56;15
00011_00021.ppm;58;62;5;5;53;57;15
00011_00022.ppm;59;62;6;5;54;57;15
00011_00023.ppm;61;64;6;5;56;59;15
00011_00024.ppm;62;64;5;5;57;59;15
00011_00025.ppm;68;72;6;6;62;66;15
00011_00027.ppm;74;81;6;8;68;74;15
00011_00028.ppm;77;83;7;8;71;76;15
00011_00029.ppm;83;85;8;8;76;78;15
00012_00001.ppm;37;40;6;5;31;35;15
00012_00003.ppm;38;42;6;5;32;36;15
00012_00004.ppm;38;42;6;5;33;37;15
00012_00006.ppm;38;42;6;6;33;37;15
00012_00007.ppm;37;41;5;5;32;36;15
00012_00011.ppm;40;43;6;5;34;38;15
00012_00012.ppm;40;44;6;5;35;39;15
00012_00019.ppm;43;47;6;5;38;42;15
00012_00020.ppm;43;47;6;5;38;42;15
00012_00023.ppm;46;50;6;6;40;45;15
00012_00024.ppm;46;51;6;6;40;45;15
00012_00025.ppm;47;51;6;5;42;46;15
00012_00026.ppm;48;53;6;6;43;48;15
00012_00029.ppm;52;56;6;6;47;51;15
00013_00006.ppm;35;36;6;5;29;31;15
00013_00007.ppm;36;38;6;5;31;33;15
00013_00008.ppm;36;39;6;6;30;34;15
00013_00009.ppm;36;39;6;6;31;34;15
00013_00010.ppm;37;39;6;5;32;34;15
00013_00011.ppm;37;40;5;5;31;34;15
00013_00012.ppm;39;42;6;6;33;36;15
00013_00013.ppm;39;42;6;6;34;37;15
00013_00014.ppm;39;43;5;5;34;37;15
00013_00016.ppm;42;46;6;5;37;40;15
00013_00018.ppm;46;50;6;6;41;45;15
00013_00019.ppm;49;51;6;5;44;46;15
00013_00020.ppm;51;52;6;5;46;47;15
00013_00021.ppm;53;54;6;5;48;49;15
00013_00022.ppm;54;56;6;5;49;51;15
00013_00023.ppm;55;58;5;5;50;52;15
00013_00024.ppm;58;60;5;5;53;55;15
00013_00025.ppm;62;64;5;6;56;59;15
00013_00026.ppm;68;70;7;7;62;64;15
00013_00028.ppm;75;77;7;7;69;71;15
00013_00029.ppm;80;83;7;7;72;75;15
00014_00013.ppm;36;40;6;5;31;35;15
00014_00018.ppm;41;45;6;5;36;40;15
00014_00020.ppm;45;50;6;6;40;45;15
00014_00021.ppm;45;49;5;5;39;44;15
00014_00024.ppm;48;52;5;5;42;47;15
00014_00025.ppm;49;54;5;6;43;49;15
00014_00026.ppm;51;54;6;5;46;49;15
00014_00027.ppm;51;56;5;6;46;51;15
00014_00028.ppm;53;58;6;6;48;52;15
00014_00029.ppm;54;57;6;5;49;52;15
00015_00023.ppm;58;64;6;5;53;59;15
00015_00025.ppm;68;74;7;6;62;68;15
00015_00027.ppm;81;88;8;8;74;80;15
00015_00028.ppm;92;97;9;9;84;89;15
00015_00029.ppm;99;104;9;9;91;95;15
00016_00015.ppm;35;37;5;6;30;31;15
00016_00016.ppm;37;36;5;5;32;31;15
00016_00017.ppm;38;39;5;5;33;34;15
00016_00018.ppm;39;41;5;6;34;36;15
00016_00019.ppm;41;41;5;5;36;36;15
00016_00020.ppm;42;44;5;6;37;38;15
00016_00021.ppm;45;45;5;5;40;40;15
00016_00022.ppm;49;47;6;5;43;42;15
00016_00023.ppm;51;51;5;6;46;46;15
00016_00024.ppm;52;51;5;5;47;46;15
00016_00025.ppm;55;54;5;5;50;49;15
00016_00026.ppm;58;58;5;6;53;53;15
00016_00027.ppm;60;60;6;5;55;55;15
00016_00028.ppm;65;65;6;6;60;60;15
00016_00029.ppm;66;67;6;6;60;61;15
00017_00006.ppm;35;36;6;5;30;30;15
00017_00007.ppm;35;38;6;6;30;32;15
00017_00008.ppm;36;39;5;6;31;33;15
00017_00009.ppm;39;39;6;6;34;34;15
00017_00010.ppm;40;38;6;5;34;33;15
00017_00011.ppm;40;39;6;5;35;34;15
00017_00012.ppm;40;41;6;6;35;35;15
00017_00013.ppm;41;41;6;6;36;36;15
00017_00014.ppm;42;42;6;6;37;37;15
00017_00015.ppm;42;42;5;5;37;37;15
00017_00016.ppm;44;44;6;6;39;38;15
00017_00017.ppm;44;44;5;6;39;39;15
00017_00018.ppm;45;44;5;5;40;39;15
00017_00019.ppm;48;48;5;6;42;42;15
00017_00020.ppm;50;50;5;6;45;45;15
00017_00021.ppm;52;51;6;5;47;45;15
00017_00022.ppm;55;53;6;5;50;48;15
00017_00023.ppm;57;55;6;5;51;49;15
00017_00024.ppm;57;55;6;5;52;50;15
00017_00025.ppm;59;59;5;5;54;53;15
00017_00026.ppm;62;60;6;5;57;55;15
00017_00027.ppm;65;64;5;6;59;59;15
00017_00028.ppm;72;69;7;6;66;63;15
00017_00029.ppm;74;73;7;7;68;66;15
00019_00022.ppm;35;36;5;6;30;31;15
00019_00023.ppm;36;37;5;6;31;32;15
00019_00024.ppm;39;40;5;6;34;35;15
00019_00025.ppm;39;39;5;5;34;34;15
00019_00026.ppm;39;39;5;5;34;34;15
00019_00027.ppm;40;39;6;5;35;34;15
00019_00028.ppm;41;40;6;6;36;35;15
00019_00029.ppm;42;40;5;6;37;35;15
00020_00012.ppm;35;35;6;6;29;30;15
00020_00014.ppm;36;36;6;5;31;31;15
00020_00015.ppm;38;37;5;5;33;32;15
00020_00016.ppm;40;39;6;5;35;34;15
00020_00017.ppm;42;42;6;6;37;37;15
00020_00018.ppm;44;44;5;6;39;39;15
00020_00019.ppm;45;45;5;6;40;40;15
00020_00020.ppm;46;45;5;5;41;40;15
00020_00021.ppm;48;47;5;5;43;42;15
00020_00022.ppm;52;55;5;6;47;50;15
00020_00023.ppm;56;59;5;6;50;53;15
00020_00024.ppm;59;61;5;5;53;55;15
00020_00025.ppm;62;63;5;5;57;58;15
00020_00026.ppm;68;70;6;7;62;64;15
00020_00027.ppm;73;74;7;7;67;68;15
00020_00028.ppm;84;86;7;7;77;79;15
00020_00029.ppm;94;99;8;9;85;91;15
